,id,user name,score
688,18412,玩不起命的打工仔,20.307692307692307
689,204383,大师级冻豆腐,20.0
690,90578,轻语的R君,20.0
691,356524,Warhawk-K...,20.0
692,94756,Retro冷饭王,20.0
693,49010,白天沒幹勁的八嘎君,20.0
694,408263,阮天思,20.0
695,102313,顶生植物,20.0
696,190548,三杯白开水,20.0
697,110467,温和多云,20.0
698,381677,博集天卷,20.0
699,83353,dogsama,19.875
700,186364,猫翼子,19.818181818181817
701,345897,后浪,19.782608695652176
702,431509,Fabelei,19.727272727272727
703,298808,白学之王,19.5
704,210637,警车Andrea,19.428571428571427
705,320494,神奇古達,19.333333333333332
706,361981,CyberGirl...,19.181818181818183
707,310425,西米恩说,19.0
708,421632,Fualone,19.0
709,332711,凶我你,19.0
710,34096,Fszer,19.0
711,498940,迢迢牛奶路,19.0
712,118035,UncleT,19.0
713,228513,黑鯵,19.0
714,253683,葡萄叶子,19.0
715,198649,蛆屍人_Maggo...,19.0
716,310018,安格生,19.0
717,256234,牧川ww,19.0
718,252159,御宅学,19.0
719,135195,向后转,19.0
720,358899,海想,19.0
721,205088,和风冷冽,19.0
722,403670,载物,19.0
723,31228,飞天面条神Yo丧,19.0
724,106540,蘑菇派,18.77777777777778
725,236897,胸甲骑兵,18.75
726,57677,马克熊猫,18.666666666666668
727,211285,一包沙袋rdw,18.666666666666668
728,470533,Lance_29,18.5
729,234983,雨宫 莲,18.5
730,172310,Rolola,18.5
731,111287,蘇捌,18.333333333333332
732,357295,墨鹿的白日梦,18.333333333333332
733,312678,zqfreedom,18.333333333333332
734,46202,Lok,18.0
735,190644,蓝莓甜筒凤,18.0
736,420562,今天就不要熬夜了,18.0
737,300283,Reeeeel午饭...,18.0
738,235289,kcwiki舰娘百...,18.0
739,111693,soupflygg,18.0
740,185180,zero1205,18.0
741,265605,Guisard,18.0
742,164216,游文戏艺,18.0
743,402823,kasier,18.0
744,171088,老葱头,18.0
745,145110,Holy_Dark...,17.9
746,83750,秦巽,17.857142857142858
747,384232,Facedays,17.53125
748,203229,土豆是玩具,17.5
749,92374,锅贴（游戏圈老油子...,17.5
750,58108,NoVa使用了水溅...,17.5
751,17560,NewComer(...,17.5
752,359498,+锁,17.125
753,257762,炸年糕大王,17.0
754,470654,ToyoMate,17.0
755,331317,眠不觉,17.0
756,60611,幼红之月,17.0
757,464994,purpleowl,17.0
758,276965,兔爷twoyeah,17.0
759,144549,山阵的机魂,17.0
760,158329,叶翼的降临,17.0
761,203830,蜜蜂_,17.0
762,31418,这样重这样轻,17.0
763,226610,知其知之,17.0
764,226448,惰性机体_,17.0
765,211925,danny_bin...,17.0
766,437119,同乐森LBDAmu...,16.666666666666668
767,404051,ST灰图书馆,16.571428571428573
768,286146,风暴兵饼干,16.5
769,216212,Ryder56,16.5
770,206853,黑海乱谈,16.5
771,60423,邱二十二员外,16.5
772,2724,光之虹,16.2
773,67707,益达君,16.1875
774,63576,瞬间思路,16.12162162162162
775,46935,杰洛特阿历克斯,16.083333333333332
776,193413,艾小迪,16.0
777,476691,sorma锁码,16.0
778,298665,JoenAstar...,16.0
779,293290,腾飞-ss,16.0
780,476896,极生,16.0
781,56346,FunGuy,16.0
782,172630,Grey Fox,16.0
783,47108,Tosuto!!!,16.0
784,27465,terrymc,16.0
785,388589,49_None,16.0
786,148759,啦啦嚓嚓大陆上的骑...,16.0
787,452051,简单桌游,16.0
788,428264,岛木,16.0
789,25245,o0死亡舞步0o,16.0
790,142963,推倒之秋,16.0
791,29672,Burnswang,16.0
792,275284,木寸哥,16.0
793,39162,PandaXie,15.833333333333334
794,427409,kannpai,15.5
795,378823,耕雲,15.25
796,257036,YT17,15.176470588235293
797,149272,黑水镇的陌生人,15.142857142857142
798,399493,天才少女小林,15.0
799,64585,HunterHYJ,15.0
800,300905,戴费雪,15.0
801,332843,金属视线,15.0
802,132027,博丽神社,15.0
803,243315,Froce疾风,15.0
804,87402,himrlee,15.0
805,128638,zllyy,15.0
806,444234,李献计历险记,15.0
807,143085,StoneFran...,15.0
808,123127,丹沃尔游魂,15.0
809,83117,花之神通,15.0
810,150066,jaineS,15.0
811,449414,春山社_HARUY...,14.857142857142858
812,303934,Docurrooo...,14.833333333333334
813,187068,沥青,14.75
814,126508,老鼬子,14.666666666666666
815,509986,wshiyemao,14.5
816,200474,Firth,14.5
817,172615,浪客鱼,14.0
818,386636,二厂,14.0
819,37681,水鬼,14.0
820,279042,终极海马,14.0
821,102767,卜居杨四,14.0
822,201234,天降正义堡垒,14.0
823,48373,曾哥,14.0
824,322177,山谷深处,14.0
825,417970,勇往直前的二营长关...,14.0
826,242397,Dongpoo,14.0
827,309332,Joway,14.0
828,246527,红尘戏子,14.0
829,434246,科尔沁流浪者,14.0
830,237651,索拉里昂星,14.0
831,180844,温存丶,14.0
832,69174,一贼,14.0
833,406035,写作熊顾惺忪,14.0
834,416970,cici_say,14.0
835,276082,棕尔,14.0
836,261648,茶包,14.0
837,118143,107。,14.0
838,272113,浊心,14.0
839,354288,用户已注销,13.96551724137931
840,140094,Laluby,13.833333333333334
841,459966,带子带子带子,13.5
842,171732,云将鸿蒙,13.333333333333334
843,211882,查查啦啦,13.285714285714286
