,0,1
862,417203,62278
863,417203,21327
864,417203,21635
865,417203,517859
866,417203,20803
867,417203,516654
868,417203,312520
869,417203,146542
870,417203,326514
871,417203,38249
872,417203,432408
873,417203,215649
874,417203,67707
875,417203,15368
876,417203,322177
877,417203,351874
878,417203,3
879,417203,316769
880,417203,318089
881,509808,58791
882,85281,511945
883,85281,474480
884,85281,31418
885,85281,437119
886,85281,15368
887,85281,38249
888,85281,15979
889,85281,247119
890,85281,118143
891,85281,12917
892,85281,45077
893,85281,21635
894,85281,38513
895,85281,23371
896,85281,35481
897,85281,3171
898,85281,329934
899,85281,21074
900,85281,258670
901,85281,208502
902,85281,159777
903,85281,27465
904,85281,193792
905,85281,276199
906,43700,65651
907,43700,35209
908,43700,101171
909,199401,175892
910,199401,385
911,199401,3171
912,199401,247016
913,199401,404441
914,199401,28214
915,199401,232950
916,199401,34444
917,199401,62278
918,199401,12865
919,199401,196
920,199401,26205
921,199401,91206
922,199401,18101
923,199401,27530
924,283850,131403
925,283850,77222
926,283850,33444
927,283850,478077
928,283850,575007
929,283850,113859
930,283850,251030
931,283850,304057
932,283850,257036
933,283850,443759
934,283850,456741
935,283850,167403
936,283850,73428
937,283850,21327
938,283850,367059
939,283850,28214
940,283850,76433
941,283850,21635
942,283850,15784
943,283850,365
944,283850,88711
945,283850,175892
946,283850,217180
947,283850,284374
948,283850,15368
949,283850,3
950,283850,124832
951,283850,83353
952,283850,37923
953,283850,143237
954,283850,31418
955,424936,517859
956,424936,427814
957,424936,462806
958,424936,366232
959,12917,252159
960,384232,554154
961,384232,443759
962,384232,32011
963,384232,203862
964,384232,441741
965,384232,581059
966,384232,127785
967,384232,590610
968,384232,588745
969,384232,307588
970,384232,609162
971,384232,187774
972,384232,6893
973,384232,45723
974,384232,332878
975,384232,134578
976,384232,76433
977,384232,556732
978,384232,323125
979,384232,38266
980,384232,61021
981,384232,15368
982,384232,175892
983,384232,401951
984,384232,589655
985,384232,28214
986,384232,244718
987,384232,466681
988,384232,527617
989,384232,332711
990,384232,418864
991,384232,172500
992,384232,186364
993,384232,3
994,384232,310425
995,384232,564750
996,384232,172615
997,384232,29183
998,384232,54917
999,384232,202794
1000,384232,26205
1001,384232,351640
1002,384232,357383
1003,384232,247016
1004,384232,91206
1005,384232,328839
1006,384232,316769
1007,384232,120472
1008,384232,292587
1009,384232,38249
1010,384232,259909
1011,384232,143951
1012,384232,56081
1013,384232,476074
1014,384232,476011
1015,384232,52575
1016,384232,246327
1017,384232,470654
1018,384232,59132
1019,384232,94873
1020,384232,234530
1021,384232,375669
1022,384232,456806
1023,384232,379700
1024,384232,246670
1025,384232,320494
1026,384232,13599
1027,384232,87402
1028,384232,41689
1029,384232,88711
1030,384232,312774
1031,384232,84794
1032,384232,140094
1033,384232,119205
1034,384232,85233
1035,384232,48877
1036,384232,208502
1037,384232,106540
1038,384232,35209
1039,384232,277201
1040,384232,20740
1041,384232,247119
1042,384232,135551
1043,384232,273719
1044,384232,380706
1045,55492,239630
1046,55492,3
1047,55492,38249
1048,55492,123821
1049,55492,558639
1050,55492,35209
1051,55492,35481
1052,55492,23190
1053,55492,291868
1054,55492,177146
1055,55492,88711
1056,55492,251426
1057,55492,322580
1058,55492,65651
1059,55492,312774
1060,55492,17193
1061,498199,91206
1062,498199,339049
1063,149272,385
1064,149272,462527
1065,149272,15368
1066,235093,246160
1067,235093,43432
1068,235093,527522
1069,235093,290589
1070,235093,234983
1071,235093,34586
1072,235093,469464
1073,235093,519272
1074,235093,29142
1075,235093,367059
1076,235093,24683
1077,235093,385905
1078,235093,566327
1079,235093,233899
1080,235093,373947
1081,235093,152280
1082,235093,131414
1083,235093,358916
1084,235093,17019
1085,235093,414124
1086,235093,386636
1087,235093,66441
1088,235093,4769
1089,235093,12984
1090,235093,497
1091,235093,108318
1092,235093,135554
1093,235093,308419
1094,235093,524894
1095,235093,443759
1096,235093,232392
1097,235093,62278
1098,235093,167403
1099,235093,175892
1100,235093,15368
1101,235093,143751
1102,235093,443078
1103,235093,264409
1104,235093,76433
1105,235093,12865
1106,235093,408105
1107,235093,401674
1108,235093,28214
1109,235093,68654
1110,235093,77222
1111,235093,13146
1112,235093,405
1113,235093,952
1114,235093,374319
1115,235093,15784
1116,235093,91206
1117,235093,34524
1118,235093,13599
1119,235093,49961
1120,235093,42221
1121,235093,124832
1122,235093,196
1123,235093,596
1124,235093,257036
1125,235093,40931
1126,235093,48472
1127,235093,13701
1128,235093,365
1129,235093,20803
1130,235093,385
1131,235093,3171
1132,235093,63576
1133,235093,52977
1134,235093,39220
1135,235093,38476
1136,235093,37146
1137,235093,31418
1138,235093,19879
1139,235093,16296
1140,235093,44
1141,235093,56807
1142,235093,20778
1143,235093,21635
1144,235093,12977
1145,235093,21327
1146,235093,252542
1147,235093,76562
1148,235093,3
1149,235093,14485
1150,97606,326172
1151,97606,550119
1152,97606,309589
1153,97606,57517
1154,97606,302194
1155,97606,389861
1156,97606,340545
1157,97606,360364
1158,97606,247337
1159,97606,145534
1160,97606,45894
1161,97606,55851
1162,97606,21327
1163,97606,204681
1164,97606,350152
1165,97606,230950
1166,97606,175892
1167,97606,131403
1168,97606,24267
1169,97606,398447
1170,97606,161571
1171,97606,139430
1172,97606,589722
1173,97606,224108
1174,97606,300086
1175,97606,600398
1176,97606,414507
1177,97606,280882
1178,97606,57332
1179,97606,38266
1180,97606,448204
1181,97606,424679
1182,97606,139749
1183,97606,224180
1184,97606,349697
1185,97606,76433
1186,97606,56027
1187,97606,40579
1188,97606,19879
1189,97606,353567
1190,97606,564754
1191,97606,268124
1192,97606,515619
1193,97606,192485
1194,97606,351662
1195,97606,443759
1196,97606,13473
1197,97606,158010
1198,97606,4904
1199,97606,44
1200,97606,212167
1201,97606,478077
1202,97606,66143
1203,97606,234983
1204,97606,7
1205,97606,316189
1206,97606,17551
1207,97606,58371
1208,97606,210067
1209,97606,217180
1210,97606,396329
1211,97606,431534
1212,97606,45837
1213,97606,20778
1214,97606,37146
1215,97606,575007
1216,97606,27530
1217,97606,135016
1218,97606,65651
1219,97606,337041
1220,97606,447915
1221,97606,311567
1222,97606,34586
1223,97606,27465
1224,97606,77521
1225,97606,406762
1226,97606,71804
1227,97606,128568
1228,97606,23190
1229,97606,511511
1230,97606,392192
1231,97606,316899
1232,97606,326755
1233,97606,357675
1234,97606,188339
1235,97606,448383
1236,97606,317277
1237,97606,141641
1238,97606,66638
1239,97606,130948
1240,97606,158192
1241,97606,482550
1242,97606,232392
1243,97606,133586
1244,97606,300310
1245,97606,89160
1246,97606,76562
1247,97606,440887
1248,97606,24118
1249,97606,459128
1250,97606,404324
1251,97606,300657
1252,97606,225538
1253,97606,270990
1254,97606,16243
1255,97606,43433
1256,97606,213695
1257,97606,57106
1258,97606,167403
1259,97606,365
1260,97606,85233
1261,97606,29142
1262,97606,15368
1263,97606,17860
1264,97606,30572
1265,97606,20803
1266,97606,177246
1267,97606,37381
1268,97606,524894
1269,97606,32592
1270,97606,43432
1271,97606,183980
1272,97606,3
1273,97606,302721
1274,97606,48472
1275,97606,12977
1276,97606,12865
1277,97606,124832
1278,97606,17019
1279,97606,292587
1280,97606,93131
1281,97606,421858
1282,97606,281479
1283,97606,203229
1284,97606,375669
1285,97606,13599
1286,97606,51271
1287,97606,399871
1288,97606,67707
1289,97606,205088
1290,97606,17911
1291,97606,67187
1292,97606,48131
1293,97606,215555
1294,97606,135551
1295,97606,31923
1296,97606,21635
1297,97606,70961
1298,97606,57862
1299,97606,86913
1300,97606,2724
1301,97606,304028
1302,97606,147840
1303,97606,133417
1304,97606,264409
1305,97606,17289
1306,97606,293122
1307,97606,298431
1308,97606,134224
1309,97606,118905
1310,97606,108318
1311,97606,97479
1312,97606,48265
1313,97606,88711
1314,97606,38251
1315,97606,13618
1316,97606,133303
1317,97606,76441
1318,97606,52076
1319,97606,201442
1320,97606,268567
1321,97606,65943
1322,97606,162672
1323,97606,33708
1324,97606,43119
1325,97606,58108
1326,97606,18412
1327,97606,26912
1328,97606,15362
1329,97606,259430
1330,97606,108143
1331,97606,189757
1332,97606,135888
1333,97606,28766
1334,93493,28214
1335,93493,598323
1336,93493,311422
1337,93493,49850
1338,93493,132659
1339,93493,3
1340,93493,330843
1341,93493,175892
1342,470824,367610
1343,470824,389355
1344,470824,143237
1345,132166,15368
1346,132166,21635
1347,39251,257762
1348,39251,370084
1349,39251,55492
1350,39251,230324
1351,39251,63818
1352,39251,12917
1353,39251,446758
1354,39251,375669
1355,39251,67707
1356,39251,452307
1357,39251,91206
1358,39251,20803
1359,39251,41636
1360,39251,512093
1361,310425,61021
1362,310425,353991
1363,310425,111786
1364,310425,23190
1365,310425,587306
1366,310425,135551
1367,310425,26205
1368,310425,387667
1369,310425,89777
1370,310425,527308
1371,310425,175892
1372,310425,384232
1373,310425,164989
1374,310425,235289
1375,310425,404441
1376,310425,203229
1377,310425,88711
1378,310425,20803
1379,310425,172500
1380,310425,19396
1381,310425,37146
1382,310425,61857
1383,310425,12865
1384,310425,156390
1385,310425,264409
1386,310425,365
1387,310425,3171
1388,310425,3
1389,310425,21635
1390,310425,312596
1391,310425,18412
1392,310425,317689
1393,310425,104234
1394,310425,272915
1395,310425,200715
1396,310425,172572
1397,310425,188157
1398,310425,157887
1399,310425,231016
1400,310425,147840
1401,13127,570383
1402,13127,395700
1403,13127,18276
1404,13127,273934
1405,13127,15962
1406,13127,170322
1407,13127,381076
1408,13127,375669
1409,13127,414124
1410,13127,48472
1411,13127,69825
1412,13127,119722
1413,13127,15758
1414,13127,21442
1415,59070,77303
1416,59070,28214
1417,59070,97479
1418,59070,93519
1419,59070,449894
1420,59070,86167
1421,59070,15463
1422,470533,57671
1423,470533,468868
1424,470533,225500
1425,470533,23371
1426,470533,38513
1427,470533,3464
1428,222035,420608
1429,356433,271581
1430,356433,456537
1431,356433,466329
1432,356433,73809
1433,356433,299446
1434,356433,89842
1435,356433,427685
1436,356433,176032
1437,356433,330970
1438,376004,87365
1439,37239,21635
1440,37239,519272
1441,471192,44444
1442,471192,299446
1443,471192,339049
1444,420173,76562
1445,420173,19879
1446,420173,3
1447,420173,37146
1448,420173,351640
1449,420173,34586
1450,420173,352872
1451,420173,482550
1452,420173,21635
1453,420173,494746
1454,420173,272345
1455,420173,316769
1456,420173,91206
1457,420173,284289
1458,420173,135551
1459,420173,21327
1460,420173,28214
1461,420173,258670
1462,420173,20803
1463,420173,35209
1464,420173,52173
1465,420173,375669
1466,263817,385
1467,35481,23190
1468,35481,2724
1469,35481,83117
1470,35481,312078
1471,35481,263871
1472,35481,57639
1473,509986,143237
1474,509986,252542
1475,509986,149272
1476,509986,264409
1477,509986,73428
1478,509986,304643
1479,509986,218697
1480,509986,21635
1481,509986,18101
1482,509986,3
1483,509986,15368
1484,395297,352837
1485,395297,360310
1486,395297,21635
1487,104721,375669
1488,404051,310425
1489,404051,77222
1490,404051,190644
1491,404051,143237
1492,404051,389355
1493,404051,145110
1494,404051,37146
1495,404051,20803
1496,404051,140438
1497,404051,96260
1498,404051,310018
1499,233065,253953
1500,233065,68654
1501,233065,31308
1502,233065,310693
1503,233065,184507
1504,233065,132659
1505,233065,601683
1506,233065,354805
1507,233065,568251
1508,233065,599310
1509,233065,158010
1510,233065,268877
1511,233065,117903
1512,233065,394045
1513,233065,141960
1514,233065,191847
1515,233065,593954
1516,233065,406527
1517,233065,73428
1518,233065,342672
1519,233065,374579
1520,233065,206250
1521,233065,24683
1522,233065,12984
1523,233065,76293
1524,233065,296114
1525,233065,381050
1526,233065,132282
1527,233065,478077
1528,233065,282671
1529,233065,360976
1530,233065,251030
1531,233065,472464
1532,233065,33075
1533,233065,282214
1534,233065,452584
1535,233065,311890
1536,233065,232392
1537,233065,440887
1538,233065,385
1539,233065,67707
1540,233065,76333
1541,233065,230324
1542,233065,567041
1543,233065,563841
1544,233065,351640
1545,233065,3171
1546,233065,497
1547,233065,28214
1548,233065,63576
1549,233065,31418
1550,233065,12977
1551,233065,57139
1552,233065,44
1553,233065,12865
1554,233065,293741
1555,233065,33943
1556,233065,365
1557,233065,304643
1558,233065,524894
1559,233065,264409
1560,233065,322177
1561,233065,76562
1562,233065,230288
1563,233065,116420
1564,233065,74278
1565,233065,169235
1566,233065,175892
1567,233065,34586
1568,233065,212167
1569,233065,218697
1570,233065,15368
1571,233065,21635
1572,233065,167403
1573,233065,277351
1574,233065,519272
1575,233065,124832
1576,233065,148324
1577,233065,14485
1578,233065,20778
1579,233065,382189
1580,233065,3
1581,233065,272345
1582,233065,164444
1583,233065,339049
1584,233065,15784
1585,233065,76433
1586,233065,77222
1587,233065,20803
1588,233065,13701
1589,233065,21327
1590,233065,19879
1591,233065,4769
1592,233065,62278
1593,233065,48472
1594,233065,41689
1595,511325,305281
1596,143237,76433
1597,143237,21635
1598,143237,264409
1599,143237,77222
1600,143237,30572
1601,143237,37146
1602,143237,3
1603,112534,301312
1604,112534,91628
1605,112534,371518
1606,112534,339049
1607,112534,365
1608,112534,13701
1609,112534,20803
1610,112534,21635
1611,112534,164989
1612,112534,232392
1613,112534,18412
1614,112534,16061
1615,38249,261060
1616,38249,421632
1617,38249,473685
1618,38249,16061
1619,38249,605942
1620,38249,3171
1621,38249,313548
1622,38249,58933
1623,38249,35084
1624,38249,424385
1625,38249,547399
1626,38249,33444
1627,38249,66143
1628,38249,394045
1629,38249,80250
1630,38249,253953
1631,38249,426715
1632,38249,70262
1633,38249,394631
1634,38249,570074
1635,38249,175892
1636,38249,468868
1637,38249,261716
1638,38249,132659
1639,38249,575007
1640,38249,151237
1641,38249,55492
1642,38249,448551
1643,38249,316814
1644,38249,3
1645,38249,375669
1646,38249,481083
1647,38249,30757
1648,38249,359498
1649,38249,129934
1650,38249,526373
1651,38249,556411
1652,38249,280418
1653,38249,329435
1654,38249,537941
1655,38249,562092
1656,38249,16551
1657,38249,451925
1658,38249,545115
1659,38249,530088
1660,38249,73859
1661,38249,170218
1662,38249,115638
1663,38249,494127
1664,38249,312774
1665,38249,48074
1666,38249,197079
1667,38249,28214
1668,38249,91206
1669,38249,310872
1670,38249,326010
1671,38249,527142
1672,38249,355889
